CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0.132418408,1,10.51071022,0,0.583985957,6.694277117,71.77418236,2.171191617,1,369,21.30095088,393.8516549,5.072244647,21.48506314
0.244019871,0,11.40492777,1,0.52921768,6.94128995,99.51286404,2.318862136,1,353,19.44441129,392.0060731,14.84987069,22.50638855
0.077129978,1,10.32460203,0,0.59310286,6.62566933,95.73301279,2.445942352,1,360,21.7987826,398.956668,7.303896105,24.50463765
0.175423786,1,10.47184073,0,0.555294689,6.148410123,89.80818348,2.008098363,2,302,20.57875722,391.3884005,7.381175284,19.73179297
0.225259963,1,11.54630276,1,0.569653902,6.679708629,92.04986501,2.540263736,1,390,20.51444696,393.0380437,12.386175,11.95589248
0.192475926,1,11.11817434,0,0.559673886,6.104904386,72.18076018,2.231930111,6,299,20.27283223,397.5656738,7.481790868,18.80763488
0.072646926,1,10.47136323,0,0.512274005,6.872110409,71.24439589,2.521469592,6,303,21.60235057,396.0531153,8.961513757,18.13331694
0.119507679,0,9.773086945,0,0.596311466,6.516660496,73.0529739,2.023368595,4,345,21.84532423,397.3064555,10.43918689,11.80589317
0.2394617,1,11.65478024,0,0.512287558,6.385140736,72.62079444,2.087398131,5,344,20.14020408,398.0876663,5.218724719,15.28822885
0.175183424,1,10.73106121,1,0.525488196,6.057006595,86.421437,2.193517673,5,321,20.62718095,398.9539289,13.37292626,16.770492
0.021464292,0,9.66344283,1,0.581362788,6.380783735,76.46331961,2.207277064,1,320,19.9462694,393.0456502,10.12050778,13.25365463
0.233077413,0,9.807359258,1,0.561859696,6.903206668,95.80616912,2.508676534,5,327,20.10405029,394.7430516,8.12918979,11.122663
0.029887179,0,11.40939927,1,0.583814917,6.020982996,83.37245869,2.006720669,1,367,19.08500068,396.8831014,8.997866279,21.59769532
0.228805459,1,9.132436686,0,0.551573619,6.474648158,90.86531429,2.384667066,1,394,21.35780645,397.9474566,5.558247222,22.92288176
0.076694557,1,11.97627656,1,0.537699324,6.931158091,89.58619279,2.078787462,5,362,21.90799942,395.7781676,12.17981103,14.20742312
0.288260574,1,9.391055039,1,0.59218455,6.394841,79.59559117,2.49392939,5,306,21.30857966,395.1374818,10.39504399,11.05320473
0.12302341,1,11.38820558,0,0.503625232,6.428175687,77.29502721,2.46714396,4,325,20.55463426,396.9176355,14.13991441,23.45911726
0.111540853,1,10.18432595,0,0.585613022,6.578560055,80.27368856,2.299952616,3,352,21.48252998,393.8202899,9.641868399,12.87543974
0.061688654,1,10.47664855,0,0.523081779,6.462937334,93.89975122,2.127612335,4,340,21.57363713,398.937043,13.28401532,16.64521173
0.10556918,0,11.64195173,1,0.584873633,6.168601691,87.58830545,2.380697235,4,335,20.63356789,392.1221894,6.883285443,16.12352747
0.265462213,0,10.23873357,0,0.513919661,6.018555539,77.60615988,2.093754991,5,314,21.81147246,398.8400421,5.565093653,13.29965961
0.298973615,1,10.61248126,0,0.558021896,6.609811658,94.53539329,2.114014276,6,356,19.09051058,396.436167,14.48440124,19.38334787
0.123126669,1,9.147898987,0,0.588810792,6.920806587,71.64278158,2.376013941,4,364,19.03028803,396.0065845,7.569580872,23.85958926
0.145610977,1,9.007042422,1,0.547353965,6.106364133,90.97550125,2.594737068,6,279,19.24437809,394.6995486,13.33583725,18.19212667
0.222179863,1,9.734399619,1,0.574656667,6.210952719,83.17302417,2.534636502,5,282,19.17357315,391.5474604,7.573337201,24.62077341
0.268134819,1,11.04174928,1,0.580467162,6.370229486,91.93871158,2.355864415,2,350,20.27383296,398.6493414,6.558416951,13.67080463
0.186052414,0,9.36379468,1,0.573649421,6.808742229,97.82383841,2.323122061,1,386,21.82096331,390.5253396,12.32530895,22.87903295
0.129627195,0,9.341285876,1,0.592532974,6.269260316,92.50102294,2.599030928,3,391,21.02567065,392.6996567,12.7840613,14.5967131
0.135534115,1,10.23288182,1,0.544683423,6.882054404,83.25896066,2.328438289,6,328,20.97835858,391.0970675,13.43612736,14.50758111
0.214773081,0,10.94351112,1,0.517312544,6.054957875,74.52927045,2.252069913,2,397,20.15465813,391.0683531,13.64868683,12.64768038
0.020901114,1,11.13621598,0,0.504781106,6.940956621,94.19052927,2.545733321,6,318,20.60129937,393.9042277,9.831311942,23.09086209
0.193485014,1,9.535352022,0,0.524645987,6.560747078,83.82116581,2.140510578,1,275,19.91252409,391.6042569,9.002168915,21.15082224
0.119538043,1,9.238764442,0,0.51431975,6.658777678,72.2593697,2.058515594,1,281,20.55351322,395.8138579,12.50968966,15.78319567
0.242375253,0,11.8211911,1,0.555794874,6.367689523,91.57166193,2.380454021,3,298,21.23998273,396.2715894,10.69386312,15.89183533
0.046037379,0,9.781999148,1,0.518494534,6.781994286,78.75555898,2.05750978,4,346,20.67607739,398.8209373,14.65284148,22.82712457
0.184696635,1,11.56003949,0,0.503893371,6.16656625,71.46664689,2.223889122,1,393,20.25661552,392.9966793,8.758360113,23.98614433
0.154672409,0,11.59047435,0,0.503598983,6.048911825,97.08253045,2.254146431,3,295,21.53476619,393.0917838,5.428755309,19.43396275
0.199851147,0,11.31756778,1,0.58315695,6.395516943,84.49303276,2.32852284,6,337,19.86232864,392.4636872,10.89304573,16.69575096
0.038159006,1,9.50650082,1,0.559144993,6.853695714,78.4288316,2.594995727,6,285,20.44446078,397.8181033,8.53469599,11.74401069
0.18239546,0,11.46540438,1,0.53580853,6.754926837,91.49159674,2.132589034,6,322,21.93444181,394.2806008,8.426736736,12.77191021
0.177215685,0,11.30775168,1,0.589422804,6.51715597,96.57707133,2.225453827,6,339,21.90196489,395.5242201,10.64519078,12.98502952
0.176984826,1,10.79016897,1,0.507019661,6.572137747,70.00921225,2.079344075,6,274,19.01885385,393.7461751,14.21781292,14.87524682
0.188976547,1,10.01160611,1,0.598032207,6.129892826,90.63556555,2.364568116,5,399,20.59670023,391.5681293,7.669582805,14.59844552
0.209411022,0,9.787525813,1,0.561629179,6.840681509,93.01035082,2.436603909,1,399,20.01075778,391.0252971,8.795933745,18.60034307
0.24539692,1,9.365667636,1,0.518346425,6.786959683,76.29782282,2.289246094,1,272,19.87367161,398.6827347,13.9124965,24.21739833
0.095549802,0,10.5292712,0,0.56790691,6.656470394,84.68871494,2.147498761,4,364,20.78875654,392.6548168,13.95219136,23.06325431
0.251013835,1,10.75578263,1,0.576338126,6.466191036,72.67857697,2.372532962,4,312,20.33891297,399.4161992,7.345890698,18.12828205
0.159511591,1,10.07801697,1,0.542934278,6.964459268,92.40249648,2.323494634,5,279,21.19852624,399.4729344,12.06330587,11.24217564
0.041576318,1,10.4260772,1,0.586163261,6.879031972,95.42368056,2.102711434,1,293,19.08140257,394.7892156,9.155609432,11.95758465
0.03639426,1,10.09054337,0,0.515073241,6.644430494,73.24559972,2.24340914,4,291,21.78067254,399.5858823,14.36000553,23.0449127
0.113586729,0,10.92301817,0,0.527883758,6.371800998,94.4938076,2.261118255,3,358,20.70277988,390.2848722,12.32245311,14.97082037
0.239771154,1,11.70377762,1,0.509349236,6.618022279,93.14710511,2.589570652,6,272,21.05220011,390.9165058,9.943532753,15.45326585
0.218150662,1,9.491760786,0,0.521087784,6.575440927,80.40739961,2.509571499,6,381,20.81375942,392.4330968,13.17411349,12.95688439
0.24081219,1,10.14422643,0,0.523872881,6.394241988,90.7086859,2.440622473,1,273,21.96739482,392.091934,14.97878539,14.12358782
0.164835336,0,9.422605812,0,0.591763319,6.306673972,70.00144372,2.533266215,6,376,21.95889532,392.5263785,9.470433058,14.46063436
0.143255719,0,10.87483131,1,0.507810969,6.407010792,97.95392963,2.441290643,6,309,20.82967431,394.5229433,8.735124071,16.76930851
0.061286707,1,11.18661153,1,0.542741512,6.573911406,86.51149706,2.542041113,3,285,21.05188988,390.6292135,11.07036099,19.72403716
0.111893971,1,11.7957382,1,0.553239869,6.428134845,88.61016592,2.032731869,2,374,20.85570954,395.5538828,11.8308247,15.94418517
0.141525423,1,9.836615779,1,0.589869305,6.263574488,89.93978241,2.273639726,5,341,19.93204277,393.0945423,12.04448524,17.29808574
0.04480812,1,11.85063362,1,0.599769622,6.760963318,86.84107052,2.448139001,4,357,19.57784067,390.7154753,9.735828996,13.54660136
0.081771347,1,9.189788015,1,0.575338811,6.531467496,95.70291663,2.349977478,2,285,20.20828946,397.5320927,8.322927819,11.7894559
0.187503082,1,10.80904159,1,0.597079099,6.067675163,88.29105496,2.105099698,4,387,21.04827047,396.5342977,13.21924747,15.87536527
0.225985672,0,9.171398158,0,0.578710113,6.368316506,97.23279974,2.204295252,2,360,19.16793206,397.9343006,14.58260308,11.87488049
0.299537303,1,11.68132256,1,0.596320264,6.884913457,87.46994867,2.190664625,6,289,20.54291562,399.3923396,13.63981853,15.19608193
0.281271733,1,10.58942717,1,0.570727073,6.755236531,75.13367266,2.156808148,4,353,20.22519198,395.8576524,11.82354227,22.72638304
0.199918256,1,11.00804505,1,0.507976343,6.323246784,97.40687668,2.205881332,5,352,20.58245452,397.86716,8.601501171,16.1370318
0.137949455,1,11.49472178,1,0.540192019,6.938183152,90.44882495,2.308911973,1,395,21.5806799,391.9918271,11.22483126,13.70566472
0.198129662,1,9.450931867,1,0.564659728,6.076602908,90.97716983,2.512921415,3,320,19.14283041,394.1036696,6.011600635,23.62894561
0.239982453,1,9.115774686,1,0.535071851,6.961234704,99.56445252,2.445219597,2,287,21.29087215,395.3007099,10.33912973,19.95089079
0.053134133,0,11.63664344,1,0.527338392,6.245705092,72.25589663,2.501149822,3,350,21.00072968,395.4121381,12.812172,24.83552522
0.134773369,0,9.944799682,1,0.557739927,6.00909418,82.85777821,2.530162247,3,366,19.61154394,397.1833731,7.510591468,15.20351987
0.25514464,0,9.386936724,0,0.593350188,6.433808037,77.17286179,2.249690274,4,386,21.20255101,397.9594103,10.01534269,13.80516703
0.127473227,0,10.40538371,0,0.503498187,6.35897043,88.91279394,2.20761577,1,393,20.48911584,396.6685293,5.732742464,15.17116396
0.180124236,0,10.79491823,1,0.57692312,6.539089005,94.20435051,2.034574029,4,297,20.44307439,390.4724549,13.3849697,22.37489303
0.184575421,0,9.09291181,1,0.572272728,6.796772861,98.98932127,2.558294973,3,358,20.44921154,393.5121676,8.502319704,13.12139941
0.071653351,1,9.824686975,0,0.596395343,6.842430802,83.63788321,2.039493811,6,275,21.84770219,395.7243902,10.82207868,14.37509628
0.121425924,1,9.098399623,1,0.593071122,6.40123,93.58654692,2.444681309,5,375,21.83309352,395.0786946,8.7853484,20.82286143
0.113663161,1,10.26100617,1,0.576223256,6.429845744,97.51154776,2.226864983,1,388,21.74082414,390.4479697,10.97600366,21.33200604
0.027335078,1,11.68530009,0,0.552040876,6.14817773,90.49976298,2.569268465,1,298,21.66022622,399.8063657,12.4419796,24.42377875
0.026773694,1,11.94795723,1,0.520426755,6.047547609,77.28197657,2.251761213,6,334,19.11276427,399.5610553,8.268146024,24.72212348
0.252875172,1,10.91114266,1,0.554523572,6.64121499,88.23562453,2.489965011,3,325,20.20178478,397.7376179,10.19261374,20.28943567
0.096459827,0,9.484913081,1,0.576535199,6.064437626,99.09856143,2.169592899,4,299,21.68463119,390.5535324,12.94874537,16.07912469
0.165062055,1,11.71754817,0,0.589566921,6.733830119,99.62661487,2.17945323,6,383,21.26537967,394.3020784,11.87851399,17.34219833
0.103643161,0,10.54874347,0,0.578971201,6.539090145,89.27079471,2.357311646,5,365,20.36997941,394.0976955,5.570729612,17.14974795
0.283390189,0,9.461247936,1,0.519526694,6.198582978,96.60963274,2.59878958,2,390,21.31975911,395.5802602,10.68758828,16.42329168
0.092603092,1,11.76518001,0,0.559968631,6.539522944,76.01048092,2.310543451,4,327,19.62455748,390.5592846,8.763336732,15.73543316
0.140303908,1,11.27240715,0,0.533217346,6.182997717,77.38235815,2.561785182,1,295,20.79939774,394.2365665,12.08780147,13.35060458
0.26436447,1,11.19511582,0,0.500920567,6.438737208,98.58662839,2.471749897,6,284,20.59899485,397.5783932,5.166678406,16.12622652
0.255741399,1,11.12754211,1,0.520022094,6.799560316,74.05706126,2.477518589,4,358,20.72064107,399.9800795,8.305968061,24.56921628
0.072108397,1,9.601019463,0,0.511322065,6.461919293,75.73319314,2.261575993,2,284,21.16538626,395.9544321,5.864930758,23.3501888
0.244740127,1,9.633020075,0,0.584271912,6.148699318,82.61645797,2.23192535,5,366,21.84940627,399.4061231,14.20491908,19.64257291
0.148292328,1,11.064879,0,0.525850625,6.723828682,87.68752863,2.115153085,6,344,19.7920353,399.9853848,13.76499568,13.69928373
0.155231284,0,9.65916825,1,0.528469797,6.186768416,88.11451657,2.57836476,5,357,21.27415233,394.3478193,14.6808868,23.30130639
0.057374392,1,10.31601509,0,0.595993657,6.738549874,78.75928026,2.575636167,2,275,20.93542291,396.6869043,11.43468295,15.36612399
0.042568424,1,11.34600548,0,0.537908672,6.479352289,97.61841694,2.448240641,2,332,21.0854352,392.1321512,13.07048864,18.64000819
0.223823006,0,11.35185755,1,0.500958564,6.453741759,97.45299723,2.17775147,3,298,20.286759,394.7564644,11.11868752,23.76512703
0.159009123,1,10.35978532,0,0.528384615,6.851435038,81.76204159,2.147107724,1,317,21.83373579,390.7841154,9.920438056,15.68566148
0.142318197,1,11.37656981,0,0.511929958,6.708603524,83.02875308,2.593166145,3,291,20.43896875,390.2914978,13.33820453,23.78679827
0.224262304,0,11.51586539,0,0.510280856,6.032910797,91.0749135,2.039925689,4,296,19.36477537,398.9291934,12.76166216,14.29179701
0.234343612,1,10.96432725,1,0.507748729,6.296174315,89.88987689,2.506138575,2,354,21.04207894,398.5840033,12.33276808,24.00184345
0.064494287,1,9.685277557,1,0.559325947,6.870920661,81.46891045,2.2132748,3,348,19.38660734,393.1206466,13.93910922,16.02131661
0.190863042,1,9.822035341,0,0.518934772,6.018326169,82.42732755,2.251321832,1,291,19.968025,394.5695304,14.28744176,16.24441692
0.057899143,1,9.944523466,0,0.536124279,6.545253446,80.4411683,2.499186589,1,353,19.68401703,394.936103,9.452873015,18.7421109
0.230385024,1,9.350412323,0,0.586201772,6.727825669,77.06155021,2.05436181,2,352,20.61680318,395.2070112,7.828213068,15.85837062
0.203947444,1,9.819478861,0,0.542433814,6.621856085,83.74415089,2.212501807,6,319,20.04251165,391.34571,10.11785549,17.29975377
0.287852094,0,9.628557673,0,0.591569135,6.760532202,90.59302396,2.571214566,3,398,19.47955971,397.7505876,5.930661983,18.01853565
0.039308245,1,10.36598625,0,0.549793805,6.725691849,92.25900116,2.419439548,5,330,21.37244309,393.4781569,14.38160462,17.87427368
0.035975322,1,11.72531264,1,0.539883661,6.692030695,93.36620945,2.452963499,2,299,20.40547486,390.3169518,14.83853322,24.45553238
0.099012381,0,9.31344095,0,0.575038893,6.821539861,81.2419604,2.454503181,4,345,20.36334712,396.7656152,11.52704861,14.94503834
0.093277591,0,11.16080377,0,0.50731751,6.645690668,92.93907983,2.03634205,3,306,21.65908886,398.298775,12.46161695,14.98411412
0.089154064,1,11.06184901,0,0.508947838,6.402418494,70.19548947,2.121924556,3,398,20.61647308,399.1812679,8.236720556,22.73090366
0.273751283,0,9.287262596,1,0.565197371,6.47190911,84.31149813,2.294757954,2,282,21.12968829,396.7440532,13.66267458,16.48812379
0.089872936,1,11.76771721,0,0.548694071,6.716724783,93.817132,2.220890139,6,314,19.98419628,391.9127902,14.00302537,12.02476001
0.096145923,1,10.70541661,1,0.579041525,6.87630603,88.90134162,2.246547376,3,273,20.68386847,395.8978053,5.769022516,17.73755571
0.232631513,0,10.09117656,0,0.591627084,6.272218801,84.22189372,2.468868427,3,284,21.17924406,399.1176198,6.314438681,18.7032048
0.145927156,1,11.26961575,0,0.538836688,6.342076796,89.3392602,2.008807541,4,373,19.88941601,393.505601,7.60852936,19.64769829
0.237478956,1,9.772096375,0,0.559641003,6.930739396,97.20838009,2.396295156,6,360,21.06560245,399.5335072,12.03674473,14.29130562
0.038302524,0,11.08052951,0,0.550069663,6.578511792,86.99145402,2.000066139,4,308,20.70628949,390.9767907,6.833646728,24.62563214
0.156519934,0,9.119133623,0,0.598161066,6.178961817,93.99358574,2.037835115,5,348,20.30257949,397.2805274,7.200800991,21.3182558
0.029411808,0,11.51822411,0,0.583108441,6.663695139,99.42228176,2.244971672,4,329,21.13890868,391.1991117,8.818635595,21.08196979
0.037542897,0,10.34451254,1,0.591173771,6.990762156,91.16704606,2.504569112,5,363,19.95071311,397.988753,11.11636357,23.22021449
0.273802487,1,10.91007874,0,0.525434009,6.823453564,87.19977292,2.086997459,4,312,21.14350824,390.9765566,14.76309365,11.3657859
0.058988704,0,9.663713459,0,0.577252642,6.745741137,71.12457841,2.332772845,5,346,20.65334222,393.2572504,12.83894694,19.5839912
0.169077791,0,11.03122114,0,0.526547322,6.208046654,81.23433695,2.407103136,6,308,19.73681157,397.7686171,10.58303517,22.44971672
0.135106769,0,11.31672083,1,0.520874253,6.876139785,86.96328201,2.137719731,4,323,21.0048264,394.6019327,5.493862174,11.48123243
0.117256131,0,10.41963956,0,0.594426616,6.525788844,93.91619715,2.307398153,4,323,21.65429318,398.8268647,10.16839914,21.58604
0.271953337,0,10.85318077,1,0.501930442,6.889290022,83.14314369,2.54684437,2,331,19.93004198,394.0173786,7.040851896,24.8557615
0.026110551,1,10.36897777,0,0.59653887,6.329827829,98.80174827,2.307337115,4,282,21.43699566,399.9495812,8.000690507,19.30774489
0.205861112,0,11.68227411,0,0.51492619,6.062051053,78.15381258,2.094393837,5,384,20.00839107,390.1867479,7.508606875,16.94569346
0.289750442,1,10.49360754,1,0.581943808,6.475975969,92.33701586,2.376688578,2,308,21.46336372,396.9606221,8.474481254,17.35051711
0.176847091,0,11.52542613,1,0.527592255,6.269837605,82.57094251,2.355320108,5,353,19.15345312,399.1588763,5.622597806,20.51273087
0.282310289,0,11.40405617,0,0.535070233,6.71522929,84.57965484,2.016172856,4,374,19.02164594,395.3598647,10.76837805,18.97938066
0.034632206,0,10.23151446,1,0.521675771,6.957106553,94.07506102,2.054356643,4,381,19.33978615,399.8850924,5.457530446,22.02598331
0.137262129,0,9.690253476,1,0.558551404,6.690974151,78.88645785,2.094068813,5,341,21.62182842,397.080245,11.60583542,16.90292587
0.092844181,0,10.2182464,0,0.534809555,6.88693393,72.9043617,2.081773447,6,272,20.60116556,394.2952629,12.30802332,16.84254512
0.22462987,0,11.47865213,0,0.565739304,6.453024014,85.60766754,2.155679462,6,342,20.78230389,395.1537738,9.860640415,21.44351527
0.294763185,0,9.682897607,0,0.501564732,6.771640737,85.86383835,2.272463194,6,277,21.52661641,398.7746956,12.81257114,20.0372614
0.091828417,0,10.57330904,1,0.506437488,6.843043437,93.91503317,2.223029779,3,345,19.15193742,399.575835,14.67390699,21.89337246
0.203168888,1,11.41829024,0,0.509966115,6.710875628,99.04957619,2.534389935,2,361,20.16132113,395.5588627,8.400526108,23.42029214
0.075467337,0,10.06043243,0,0.541899369,6.507777286,71.65902059,2.367265646,2,375,20.92927108,393.0715025,11.18906924,14.68768182
0.178292471,1,10.92662891,1,0.581479617,6.62586611,87.75068421,2.52568661,6,318,20.21404049,392.393251,8.237317431,15.4105022
0.149901096,0,9.736894722,1,0.588817791,6.700506996,90.43835591,2.316223595,4,312,19.0963906,394.7704821,9.43385585,18.37731038
0.292161492,1,9.327838336,0,0.524481074,6.253084403,99.57404052,2.053922282,2,271,20.95283096,392.9633857,5.20825523,24.02633907
0.190387636,0,11.38315268,1,0.557436972,6.809579261,98.27770643,2.277972469,5,334,20.17420388,394.2083672,5.743498816,22.6856306
0.117861784,0,9.29690587,1,0.576836499,6.950324539,91.37352294,2.493219528,4,355,19.057627,398.3446681,12.9752873,17.55824007
0.05194682,0,9.814144185,1,0.528882943,6.465239315,85.65368234,2.11646226,2,366,19.51155515,394.7198759,6.399077812,19.02366443
0.062349112,1,11.56532827,0,0.540900774,6.701067183,74.84571767,2.054728567,1,279,19.65274655,396.4087889,11.99151428,20.97234173
0.08308874,1,10.03940786,0,0.55239742,6.737025906,81.52529666,2.197660843,2,332,20.53184752,390.9010684,12.08867033,18.31752119
0.090270665,1,11.91913605,0,0.513487485,6.662247548,87.55366975,2.233338698,6,372,19.5591247,397.6212723,14.96225966,12.37828209
0.258172496,1,11.939203,1,0.502598229,6.547115108,91.7560119,2.183754606,5,330,20.08398182,394.8290424,11.95596006,15.93831502
0.177142381,0,9.804828061,0,0.515280581,6.881647955,89.06198672,2.081144471,2,270,21.25199729,393.6094254,6.287456893,11.66657183
0.166549455,0,9.122934667,0,0.562685362,6.448926709,91.42368405,2.150503916,3,274,21.42315967,396.1098943,11.26541653,20.37811499
0.052135284,0,11.11518985,1,0.507361826,6.061102956,82.87457514,2.409369443,6,304,21.38623894,391.0198579,10.2414282,15.71973298
0.260839114,1,10.35295951,1,0.518969636,6.844556376,91.82881872,2.23155711,3,394,21.08524855,394.1399865,14.17390758,21.33707771
0.222388005,0,9.302258532,0,0.533785389,6.673981272,74.31223768,2.379529667,4,296,20.62543694,398.1097243,11.90150066,17.0159423
0.038947141,1,11.12256846,1,0.507787006,6.849258626,74.87758935,2.321782268,3,363,20.65189088,392.6206405,10.18478602,11.63823658
0.218193827,1,9.093524727,0,0.519169927,6.138547442,74.88496437,2.329431764,5,319,21.86016268,399.1409614,11.24213892,16.31462451
0.172190701,1,11.61059007,0,0.591126979,6.030752941,96.72594871,2.149129735,1,338,21.63360624,396.036436,9.434599527,14.06172383
0.042883097,1,9.415957587,0,0.501929913,6.93437454,72.2810219,2.31292582,1,271,20.94935236,395.4078365,10.08407289,14.00007051
0.14832418,1,9.381935636,1,0.565343192,6.147728306,94.04525118,2.014156828,4,371,20.40548483,393.99571,12.22344964,16.2865377
0.15571496,0,9.527016894,1,0.538440893,6.809652332,77.00712694,2.259046245,4,272,21.18721125,397.4199944,5.783462724,24.69656834
0.066416871,1,11.88079908,0,0.567264874,6.823209942,84.05289821,2.343573694,3,399,19.18814769,395.6446766,11.15335575,24.44096958
0.284795481,1,11.07950808,0,0.558869172,6.708705201,97.47869786,2.109197373,5,311,21.83382459,397.9654228,5.882174679,22.2483592
0.257993104,0,11.40411461,0,0.522349875,6.131262211,87.57811689,2.153935104,3,312,20.64273849,393.3167892,13.55076786,14.4365415
0.207326254,1,10.19290496,0,0.584720949,6.667398625,76.30353059,2.131718612,5,290,20.50837136,397.0201442,14.42463381,21.69500745
0.149442757,1,10.00893818,1,0.549194038,6.889086583,78.52270181,2.042334773,5,314,19.87250448,399.4344267,12.80202552,11.21508828
0.135294352,0,9.70345202,0,0.582253602,6.425531645,97.61339872,2.208714393,1,289,19.01016848,392.799188,12.18031722,11.78888679
0.202272571,0,10.44194408,0,0.540601254,6.413516854,82.81431775,2.58737946,5,312,19.18372958,399.8100168,14.43747337,22.70025872
0.172720923,0,10.6554862,1,0.598468555,6.44285831,87.60956449,2.212328244,2,293,19.78902537,394.1052725,7.185283148,18.89931242
0.03743647,1,10.89532453,0,0.577048936,6.082271891,83.7979659,2.276321973,5,351,20.62463878,390.3853235,7.288329456,16.22630745
0.163500742,0,9.771355512,0,0.596595021,6.892025569,81.35314264,2.391852351,1,353,19.25074095,393.5770119,9.810153654,21.36641704
0.245793013,0,11.84596224,0,0.551432648,6.869182864,76.69837381,2.389098651,6,329,21.91615603,391.4964232,5.07463019,12.60108177
0.148587166,0,9.509275495,0,0.547369113,6.997909322,90.58574501,2.569936988,3,301,20.23288235,393.0428537,14.65069891,15.01361046
0.034547842,1,11.89695952,0,0.575545381,6.585183141,91.54726079,2.514538484,5,391,19.94895242,390.9596962,5.322524488,21.18651987
0.240157896,0,9.044568368,1,0.588029126,6.751191636,78.24655275,2.476370412,2,274,20.57558944,391.7820361,10.96111974,13.90036352
0.076381859,1,10.44337708,1,0.59641458,6.202671906,93.67032529,2.570976335,4,399,19.19495978,391.2669895,8.53973898,19.40899683
0.092413834,1,10.00010351,1,0.532455191,6.667528818,95.63605601,2.138459231,3,294,21.55135202,390.4347629,6.029659458,17.26728551
0.066117779,0,10.34737024,1,0.579870457,6.649732849,97.62025289,2.370232517,4,355,20.38083141,392.9618637,5.24614936,13.83309354
0.112460218,1,10.71199374,0,0.52106456,6.901208736,74.83637242,2.53231806,2,355,19.53500623,399.4096002,7.624185457,23.43735794
0.231890422,1,10.30676747,1,0.554557435,6.830792723,79.11771051,2.374482895,1,344,19.48520329,399.4939327,6.066840349,17.09738583
0.165428041,0,10.24454055,1,0.517984815,6.938466463,95.81060043,2.586452285,6,280,20.08286306,398.466465,14.40328582,19.38375966
0.077366757,1,11.19817025,1,0.534739736,6.868833473,75.95620608,2.060211628,1,337,20.72008844,390.1214052,7.447612877,14.5425269
0.265792422,0,11.05762883,1,0.593135837,6.868693895,70.10405378,2.263598302,6,366,20.25071757,390.2812347,5.941319302,15.85526937
0.266282919,1,11.49981385,1,0.51460907,6.063723327,96.12481931,2.586417745,3,377,20.79039202,390.1035743,12.69682035,11.68577374
0.263761959,1,9.749876944,1,0.56324009,6.845961953,79.79348325,2.227740817,5,391,21.11643323,393.6664009,9.14252093,17.76500066
0.086862939,0,10.82858553,1,0.559295427,6.607478395,82.43492575,2.443733825,5,311,21.24546629,399.8025796,13.43666007,15.82784503
0.146347016,0,10.75558436,1,0.512073835,6.380444452,83.39002077,2.018241741,4,329,20.20286668,398.9683781,13.38430969,15.61165279
0.295797104,1,10.10921343,0,0.532597904,6.056514624,95.44823802,2.416902269,1,331,21.15100993,392.5053506,14.92380752,23.45920607
0.236163493,1,10.45817263,1,0.55629815,6.677673775,80.13676434,2.56077604,5,340,19.42451306,394.1019487,13.03827932,20.85417858
0.027606878,0,9.94134643,0,0.518717861,6.328201751,96.76839658,2.229623771,6,390,20.5392886,398.2442836,7.141518426,17.40205337
0.038257286,1,9.425533193,1,0.580062366,6.467776265,88.50817414,2.012779903,5,289,19.21754415,397.5858351,10.86448388,13.7349169
0.149900786,1,9.641403632,1,0.597215651,6.681728437,85.81860172,2.016745883,1,340,19.73231689,391.3261804,10.26250079,24.62551966
0.274581658,1,9.316540939,1,0.52147594,6.911774547,79.76843521,2.535213983,1,353,20.74956007,391.0777687,10.08189629,12.04671407
0.170836503,1,11.04920873,0,0.518691196,6.825436916,77.31135089,2.433509664,2,367,21.22126206,395.4372053,7.968074468,12.90548449
0.159387502,0,10.98218218,0,0.545493507,6.450597129,88.72175328,2.064011831,4,329,19.28592809,391.0211182,7.101408303,14.78450155
0.049532636,0,11.85181911,1,0.574776528,6.387783157,83.4068248,2.032754166,1,337,19.62120954,398.2501867,12.16894935,24.36339697
0.203898429,0,11.18903524,0,0.528160061,6.239779739,97.3154803,2.482895218,2,374,21.97569464,392.5332659,6.017617299,14.90434947
0.250188885,0,9.156137516,1,0.501987991,6.372426751,84.74916148,2.48591638,1,380,20.01297293,391.8832976,5.49615996,17.87996851
0.126517602,0,11.65273552,0,0.554122063,6.111046387,85.3538475,2.072313104,3,328,19.8521223,391.8567149,8.812436315,21.65630621
0.237171318,0,11.58802549,0,0.595660057,6.971105508,82.50169843,2.180912242,6,302,19.25577127,390.4523153,12.43925475,24.00859887
0.290053463,1,10.32996096,0,0.539127686,6.573917444,93.67788991,2.468015639,6,310,21.0845283,396.4183482,13.68533005,19.47126013
0.077054609,0,10.75758915,1,0.542013455,6.127805843,82.74517594,2.315247243,3,298,20.52476015,391.6449603,10.40126926,16.37988364
0.166532297,1,11.928235,0,0.596890172,6.352806009,78.08025999,2.573950916,3,374,19.47265263,392.3333798,13.39932423,24.7971211
0.100398628,1,10.59691309,0,0.569460761,6.547039144,95.86092623,2.288637587,1,370,20.8986947,397.5130604,5.252912166,11.36627675
0.241999237,1,11.71596549,1,0.571917192,6.532885637,87.90484664,2.406174763,5,333,20.57728107,390.5748126,9.553694785,22.65042433
